Время (с),A0 (В)
10.358297348022461,2.392
10.370301485061646,2.412
10.378860235214233,2.373
10.386956691741943,2.353
10.398607730865479,2.431
10.407608985900879,2.431
10.41977596282959,2.490
10.427830219268799,2.451
10.440437078475952,2.353
10.448437213897705,2.353
10.460437059402466,2.353
10.468519687652588,2.451
10.47656536102295,2.412
10.489564895629883,2.765
10.497564315795898,2.882
10.509626150131226,2.667
10.517629623413086,2.314
10.530630111694336,2.137
10.53819227218628,2.000
10.550244092941284,1.902
10.559243440628052,2.020
10.571333169937134,1.902
10.579405069351196,2.275
10.59140658378601,2.549
10.599405765533447,2.647
10.608405113220215,2.549
10.620408773422241,2.490
10.628470182418823,2.392
10.640604496002197,2.471
10.648608684539795,2.431
10.66127634048462,2.490
10.669281721115112,2.490
10.677539587020874,2.392
10.689604043960571,2.569
10.698606014251709,2.863
10.710603713989258,2.549
10.718607425689697,2.451
10.730660676956177,2.255
10.73926568031311,2.235
10.751269102096558,2.000
10.759778499603271,2.294
10.771378993988037,2.569
10.780378818511963,2.882
10.79237961769104,2.824
10.80038070678711,2.765
10.808473825454712,2.333
10.821480989456177,2.039
10.829481363296509,1.941
10.841147422790527,2.314
10.849198579788208,2.588
10.862197875976562,2.686
10.870198249816895,2.647
10.882198095321655,2.431
10.89026427268982,2.392
10.899320602416992,2.471
10.911320686340332,2.098
10.91932463645935,2.196
10.931324481964111,2.392
10.939886093139648,2.451
10.951937675476074,2.588
10.959938049316406,2.922
