Время (с),A0 (В)
5.0722856521606445,2.235
5.085289478302002,2.667
5.0927956104278564,2.314
5.1057960987091064,2.294
5.113798379898071,2.294
5.125884056091309,2.725
5.133995294570923,2.588
5.141995191574097,2.843
5.154503107070923,2.510
5.162550449371338,2.647
5.174637317657471,2.373
5.183636903762817,2.529
5.195143222808838,2.412
5.204143762588501,2.686
5.212262392044067,2.471
5.2242608070373535,2.824
5.232261896133423,2.686
5.245258569717407,2.922
5.2531538009643555,2.824
5.265152215957642,3.059
5.273218631744385,2.490
5.285322427749634,2.373
5.293832778930664,2.039
5.301887035369873,2.490
5.31393575668335,2.451
5.327118396759033,2.471
5.335136413574219,2.431
5.343249320983887,2.686
5.355250120162964,2.471
5.363249063491821,2.745
5.376252889633179,2.353
5.384312629699707,2.353
5.396822929382324,2.314
5.404823064804077,2.471
5.416835069656372,2.333
5.424838304519653,2.294
5.436956167221069,2.255
5.445045709609985,2.353
5.458051681518555,2.451
5.465050935745239,2.353
5.474617004394531,2.314
5.486127614974976,2.510
5.494356393814087,2.451
5.507356882095337,2.392
5.515355587005615,2.431
5.527355432510376,2.569
5.535356521606445,2.647
5.548333406448364,2.667
5.556352615356445,2.725
5.5643393993377686,2.706
5.576344013214111,2.392
5.584343433380127,2.294
5.596854209899902,2.471
5.604943513870239,2.314
5.6180100440979,2.471
5.6260082721710205,2.510
5.638009548187256,2.647
5.646008491516113,2.549
5.658008098602295,2.686
5.667071580886841,2.588
5.67914342880249,2.627
5.6871442794799805,2.529
5.695655584335327,2.510
5.707714557647705,2.255
5.715812921524048,2.353
5.727812051773071,2.314
5.735812187194824,2.529
5.748813152313232,2.353
5.756866455078125,2.314
5.764916658401489,2.294
5.776920795440674,2.196
5.785919904708862,1.961
5.797431468963623,2.314
5.806430816650391,2.490
5.818559408187866,2.627
5.826601982116699,2.529
5.838602781295776,2.588
5.846601724624634,2.392
5.8546013832092285,2.412
5.867607116699219,2.353
5.875607490539551,2.706
5.887750864028931,2.765
5.896388530731201,2.765
5.907898902893066,2.686
5.916898965835571,2.588
5.92896032333374,2.451
5.936960220336914,2.608
5.949006080627441,2.431
5.957106590270996,2.667
5.970106840133667,2.569
5.97810959815979,2.294
5.9861109256744385,2.235
5.998719930648804,2.549
6.006720781326294,2.745
6.018770694732666,2.725
6.0268847942352295,2.216
6.039884090423584,2.412
6.047885894775391,2.451
6.060020208358765,2.451
6.068074464797974,2.373
6.076077222824097,2.333
6.088688611984253,2.294
6.096759557723999,2.549
6.10875940322876,2.510
6.116759538650513,2.608
6.129893779754639,2.588
6.137937068939209,2.569
6.149936676025391,2.627
6.157991647720337,2.706
6.170085906982422,2.627
6.179089307785034,2.627
6.190599203109741,2.412
6.198691129684448,2.373
6.206918239593506,2.529
6.219921827316284,2.686
6.227425813674927,2.529
6.239942312240601,2.588
6.248452186584473,2.333
6.260452508926392,2.392
6.26850438117981,2.412
6.276562690734863,2.588
6.289069414138794,2.373
6.297074794769287,2.157
6.310269355773926,2.078
6.318321466445923,2.314
6.330322027206421,2.275
6.338320970535278,2.294
6.350321292877197,2.510
6.359321117401123,2.588
6.367321252822876,2.569
6.379406213760376,2.745
6.387537717819214,2.392
6.400048017501831,2.196
6.408048629760742,2.059
6.420147180557251,2.255
6.428254127502441,2.196
6.441253900527954,2.294
6.449253797531128,2.314
6.461255073547363,2.235
6.4693262577056885,2.118
6.482331275939941,2.392
6.489903688430786,2.235
6.497952938079834,2.412
6.510953187942505,2.451
6.518954038619995,2.490
6.5309531688690186,2.353
6.539058685302734,2.510
6.551058530807495,2.451
6.560182094573975,2.373
6.572226524353027,2.569
6.580231428146362,2.922
6.588735103607178,2.725
6.600740671157837,2.824
6.6087400913238525,2.804
6.620744466781616,2.863
6.628833293914795,2.549
6.641353607177734,2.627
6.649352550506592,2.588
6.661931037902832,2.765
6.669929504394531,2.588
6.682933330535889,2.667
6.690446138381958,2.333
6.703512668609619,2.392
6.711522102355957,2.216
6.7195885181427,2.784
6.731722593307495,2.529
6.739720582962036,2.706
6.751720666885376,2.569
6.760774850845337,2.843
6.772818088531494,2.471
6.780822992324829,2.608
6.788868188858032,2.608
6.800965785980225,2.745
6.809966087341309,2.216
6.822070360183716,2.275
6.8300700187683105,2.176
6.842069864273071,2.392
6.850070476531982,2.020
6.863220930099487,2.373
6.871272087097168,2.373
6.883275508880615,2.471
6.891787767410278,2.078
6.903787612915039,2.255
6.911880254745483,1.882
6.919943571090698,2.059
6.932943344116211,2.059
6.940943717956543,2.490
6.9530065059661865,2.510
6.961094379425049,2.804
6.973094463348389,2.392
6.981097936630249,2.588
6.993699073791504,2.412
7.001766920089722,2.588
7.014818906784058,2.275
7.022895812988281,2.824
7.035313844680786,2.941
7.043318510055542,3.196
7.051318883895874,2.431
7.063318729400635,2.529
7.071382999420166,2.333
7.08452582359314,2.745
7.092586517333984,2.588
7.104587078094482,2.804
7.112586498260498,2.510
7.124694347381592,2.608
7.132754564285278,2.255
7.14575457572937,2.529
7.153754949569702,2.157
7.165754556655884,2.490
7.1738128662109375,2.392
7.181860685348511,2.647
7.194369316101074,2.588
7.202369928359985,2.980
7.2155210971832275,2.294
7.223572015762329,2.294
7.235571384429932,2.157
7.243572235107422,2.627
7.255575656890869,2.431
7.2645769119262695,2.824
7.272089004516602,2.392
7.28466010093689,2.608
7.293295860290527,2.216
7.305288791656494,2.392
7.313287734985352,2.275
7.325423955917358,2.863
7.33346962928772,2.647
7.346468925476074,2.843
7.354469299316406,2.451
7.362468481063843,2.627
7.374526023864746,2.294
7.38252592086792,2.686
7.3956122398376465,2.686
7.4038310050964355,2.882
7.415939569473267,2.333
7.423939943313599,2.471
7.431939363479614,2.275
7.443997859954834,2.706
7.45299768447876,2.314
7.464998245239258,2.667
7.473061800003052,2.549
7.485167980194092,2.725
7.4936792850494385,2.510
7.505821466445923,2.255
7.513882398605347,2.157
7.526881456375122,2.549
7.534883499145508,2.667
7.547008991241455,2.608
7.55514931678772,2.490
7.5631468296051025,2.725
7.575151443481445,2.569
7.584151268005371,2.529
7.59566068649292,2.608
7.6047282218933105,2.627
7.616726875305176,2.314
7.624776601791382,2.451
7.6368255615234375,2.392
7.644824743270874,2.490
7.657824754714966,2.490
7.665825128555298,2.412
7.677905082702637,2.451
7.685980558395386,2.549
7.69412636756897,3.039
7.706212282180786,2.706
7.715280771255493,2.451
7.727281093597412,2.235
7.735285043716431,2.373
7.747390270233154,2.490
7.755951881408691,2.706
7.768462896347046,2.745
7.775976181030273,2.765
7.78402304649353,2.549
7.7970802783966064,2.549
7.805079936981201,2.471
7.81708025932312,2.549
7.825079441070557,2.529
7.838079929351807,2.451
7.8460798263549805,1.863
7.858133554458618,2.098
7.866184711456299,2.353
7.874189138412476,2.569
7.887189865112305,2.431
7.894701242446899,2.549
7.9078052043914795,2.471
7.915804862976074,2.647
7.927806377410889,2.373
7.93588924407959,2.471
7.9439897537231445,2.569
7.956989765167236,2.627
7.964990615844727,2.431
7.9770989418029785,2.627
7.985158443450928,2.431
7.997668027877808,2.569
8.005727291107178,2.510
8.017727136611938,2.471
8.025727033615112,1.941
8.038822650909424,2.333
8.046823501586914,2.510
8.058922529220581,2.706
8.066963195800781,2.549
8.074966430664062,2.725
8.086966514587402,2.569
8.095474243164062,2.588
8.108587741851807,2.353
8.116643905639648,2.706
8.128648042678833,2.745
8.136716365814209,2.863
8.148838996887207,2.353
8.157348871231079,2.235
8.16934871673584,1.961
8.177488327026367,2.333
8.189999341964722,2.275
8.19805645942688,2.569
